Customer ID,Customer Type,Account Type,Customer Region,Customer Loyalty Tier,Dispute ID,Dispute Type,Dispute Date,Dispute Resolution Time,Dispute Status,Dispute Priority,Transaction ID,Transaction Date,Transaction Amount,Transaction Type,Merchant ID,Transaction Location,Action Taken,Resolution Outcome,Resolution Time,Dispute Resolution Method,Customer Satisfaction Score,Feedback Comments,Communication Channels Used
CUS6573,Existing,Checking,Washington,Gold,YM6R5NE,Account Lock,2024-07-27,7,Under Investigation,High,78642438,2024-12-28,2043.64,Deposit,KKF8SY,Illinois,Investigation Started,Resolved in Favor of Bank,25,Human Intervention,1,Very Dissatisfied,Phone
CUS4918,Existing,Checking,Georgia,Gold,PDY5H7Q,Billing Error,2024-08-24,12,Pending,High,31856303,2024-08-07,1041.34,Online Purchase,B7FY9I,Georgia,Issue Fixed,Resolved in Favor of Customer,23,Human Intervention,1,Will Recommend,In-Person
CUS6357,Existing,Checking,Florida,Silver,2B076SR,Fraud,2024-05-04,14,Pending,Medium,20292570,2024-10-24,2676.93,Online Purchase,GOQ3XC,Illinois,Communication Sent,Partial Refund,22,AI,3,Could Be Better,Phone
CUS4059,Existing,Savings,Washington,Silver,JO4WDRC,Account Lock,2024-02-25,7,Resolved,High,19228907,2024-11-09,1291.49,Online Purchase,2QK78F,Texas,Refund Issued,Resolved in Favor of Bank,19,Human Intervention,4,Satisfied,Social Media
CUS4355,Existing,Savings,Illinois,Bronze,AXKZYTF,Account Lock,2024-12-26,7,Under Investigation,Medium,44135920,2024-04-24,2806.87,Deposit,T12JEG,California,Issue Fixed,Resolved in Favor of Customer,14,Human Intervention,5,Very Dissatisfied,Phone
CUS6466,Existing,Checking,Illinois,Gold,5VWH1EE,Billing Error,2024-03-17,12,Resolved,Low,74368902,2024-06-11,973.38,Withdrawal,N31RTV,New York,Compensation Provided,Resolved in Favor of Customer,10,Human Intervention,2,Satisfied,Social Media
CUS4456,Existing,Savings,Illinois,Bronze,B6ZCL3T,Account Lock,2024-06-21,2,Resolved,Medium,90972360,2024-06-14,562.74,Transfer,GZ8T8U,Illinois,Refund Issued,Resolved in Favor of Bank,19,Human Intervention,5,Could Be Better,Phone
CUS1112,Existing,Checking,Ohio,Silver,M0JE1KR,Unauthorized Charge,2024-06-13,13,Pending,High,32064047,2024-04-13,2351.57,Online Purchase,K9ORWG,New York,Refund Issued,Customer Compensation,2,Hybrid,1,Very Satisfied,In-Person
CUS4774,New,Checking,Texas,Gold,9TZ0J19,Billing Error,2024-05-17,8,Resolved,High,24452395,2024-11-28,2561.7,Transfer,DC241R,Florida,Communication Sent,Resolved in Favor of Bank,2,AI,5,Will Recommend,Online Chat
CUS4564,Existing,Savings,New York,Bronze,45DAU47,Fraud,2024-11-10,5,Resolved,High,31539596,2024-03-23,283.96,Online Purchase,592YVH,Florida,Refund Issued,Partial Refund,2,Human Intervention,1,Dissatisfied,In-Person
CUS8097,New,Savings,Washington,Platinum,GF027ST,Service Issue,2024-11-12,11,Resolved,High,58563584,2024-06-01,2911.06,Online Purchase,ATV14F,Washington,Compensation Provided,Partial Refund,22,AI,2,Very Dissatisfied,Email
CUS8786,New,Savings,Ohio,Silver,3LXHAZT,Billing Error,2024-09-15,12,Pending,Low,01151779,2024-07-12,2610.96,Online Purchase,E0HJ1E,Texas,Compensation Provided,Partial Refund,27,Human Intervention,5,Dissatisfied,In-Person
CUS6246,New,Savings,Illinois,Silver,ZP7H4LU,Fraud,2024-01-03,9,Pending,High,70661530,2024-11-02,159.39,Transfer,D0U8H5,Washington,Issue Fixed,Customer Compensation,29,Hybrid,3,Satisfied,In-Person
CUS8901,Existing,Savings,Washington,Bronze,PBAQQ9R,Unauthorized Charge,2024-02-05,12,Pending,High,65166918,2024-06-17,2861.23,Deposit,X5J6EP,Georgia,Compensation Provided,Resolved in Favor of Bank,9,Hybrid,4,Could Be Better,Online Chat
CUS7769,New,Savings,Georgia,Silver,EKP5KFT,Service Issue,2024-12-26,7,Pending,Medium,69799657,2024-11-24,1908.58,Deposit,ECF2TF,Georgia,Compensation Provided,Partial Refund,18,AI,4,Very Dissatisfied,Email
CUS1490,New,Savings,Florida,Silver,WXF9QTX,Fraud,2024-04-10,12,Pending,Low,71196815,2024-06-02,634.15,Withdrawal,RTDO98,Georgia,Communication Sent,Partial Refund,23,Hybrid,4,Very Dissatisfied,Social Media
CUS1088,New,Checking,Georgia,Bronze,4DIRKFY,Transaction Error,2024-10-04,6,Resolved,High,77144526,2024-07-13,2043.48,Withdrawal,FREDBN,New York,Communication Sent,Resolved in Favor of Bank,9,Human Intervention,1,Very Dissatisfied,In-Person
CUS1866,Existing,Savings,Washington,Platinum,72WHNB7,Service Issue,2024-07-06,4,Pending,High,64232601,2024-04-28,2993.53,Cashback,JAK42D,Illinois,Issue Fixed,Customer Compensation,12,AI,2,Satisfied,Email
CUS4174,Existing,Savings,California,Silver,1SSFWJS,Fraud,2024-03-24,8,Resolved,Low,27832829,2024-05-18,1430.76,Online Purchase,LFMOIG,Texas,Communication Sent,Resolved in Favor of Customer,27,Human Intervention,5,Dissatisfied,Social Media
CUS8245,Existing,Savings,California,Bronze,WBY4HFY,Fraud,2024-05-20,14,Pending,High,40784185,2024-08-26,2150.67,Withdrawal,CS5YSX,Washington,Compensation Provided,Partial Refund,22,Human Intervention,5,Very Dissatisfied,Email
CUS2358,Existing,Savings,Illinois,Bronze,8L9F76B,Unauthorized Charge,2024-06-20,2,Resolved,Low,89356751,2024-02-17,1788.0,Transfer,D6LVFP,Ohio,Compensation Provided,Resolved in Favor of Customer,25,AI,3,Will Recommend,Online Chat
CUS8395,Existing,Savings,California,Bronze,KNXV55P,Account Lock,2024-10-03,3,Pending,Medium,66140303,2024-09-26,490.49,Withdrawal,IFLU87,Georgia,Refund Issued,Resolved in Favor of Customer,8,Human Intervention,5,Satisfied,Email
CUS6350,New,Savings,Washington,Gold,USPLE7P,Unauthorized Charge,2024-05-10,7,Under Investigation,Low,02665774,2024-05-19,2543.98,Online Purchase,G57U1N,New York,Investigation Started,Resolved in Favor of Customer,6,AI,1,Neutral,Email
CUS2507,New,Savings,Illinois,Bronze,102AXPF,Service Issue,2024-12-04,2,Pending,Low,98980419,2024-04-17,2983.03,Transfer,7JK9E6,Ohio,Issue Fixed,Resolved in Favor of Customer,21,Human Intervention,2,Could Be Better,Online Chat
CUS9636,Existing,Savings,Georgia,Gold,L336EDY,Unauthorized Charge,2024-08-02,12,Resolved,Low,99764095,2024-10-01,2302.65,Withdrawal,9P1Z5U,Illinois,Refund Issued,Partial Refund,13,Hybrid,4,Very Dissatisfied,In-Person
CUS1047,Existing,Savings,Florida,Platinum,YUA0X12,Service Issue,2024-08-03,12,Pending,Low,31457297,2024-12-05,1308.02,Online Purchase,9ACBOB,Texas,Compensation Provided,Customer Compensation,26,AI,2,Dissatisfied,Email
CUS4183,Existing,Savings,California,Bronze,7LJWXDX,Account Lock,2024-09-06,14,Pending,Medium,30114639,2024-09-04,1209.99,Deposit,5M0MHE,California,Compensation Provided,Partial Refund,24,AI,3,Satisfied,Phone
CUS8693,New,Savings,Washington,Gold,B5WZNA0,Billing Error,2024-02-20,13,Resolved,High,98830078,2024-09-19,2205.48,Cashback,KP2X5Q,Washington,Compensation Provided,Partial Refund,13,AI,3,Could Be Better,Phone
CUS3678,Existing,Checking,Illinois,Platinum,0LTKUQ0,Unauthorized Charge,2024-05-07,9,Under Investigation,Medium,17402751,2024-09-07,2347.73,Transfer,FF42ZD,Florida,Compensation Provided,Partial Refund,16,AI,2,Satisfied,Email
CUS3086,Existing,Savings,New York,Gold,TJD469S,Transaction Error,2024-09-23,8,Under Investigation,Low,82685509,2024-11-11,2939.23,Online Purchase,WR56QE,Illinois,Issue Fixed,Resolved in Favor of Bank,24,Human Intervention,2,Will Recommend,Social Media
CUS6659,New,Checking,Ohio,Bronze,YJNJOUE,Unauthorized Charge,2024-02-22,12,Pending,Low,08856163,2024-05-21,302.33,Withdrawal,7FFS4O,Florida,Compensation Provided,Customer Compensation,24,Hybrid,5,Dissatisfied,Phone
CUS5410,Existing,Checking,Ohio,Gold,HQG42CC,Fraud,2024-10-06,9,Under Investigation,Medium,53792606,2024-09-10,369.68,Cashback,FOLSX2,Texas,Communication Sent,Resolved in Favor of Customer,21,Human Intervention,2,Dissatisfied,Online Chat
CUS7168,New,Checking,Florida,Platinum,WP7TQ9M,Service Issue,2024-10-14,9,Pending,High,41126514,2024-01-22,1142.92,Online Purchase,22UY0K,Texas,Communication Sent,Resolved in Favor of Customer,15,AI,3,Dissatisfied,Phone
CUS3092,Existing,Checking,Ohio,Platinum,RW1TUNK,Fraud,2024-11-28,2,Resolved,Low,95288854,2024-05-18,1878.13,Cashback,BEGDQR,California,Refund Issued,Partial Refund,7,AI,3,Dissatisfied,Phone
CUS7894,New,Checking,California,Gold,IZB5B5V,Service Issue,2024-07-04,7,Pending,High,77967552,2024-11-10,2148.13,Cashback,HMO3N0,Florida,Communication Sent,Partial Refund,11,Human Intervention,3,Dissatisfied,Online Chat
CUS1959,Existing,Savings,Florida,Bronze,NXE7X12,Service Issue,2024-04-02,14,Resolved,High,81882117,2024-03-24,2865.83,Cashback,43GDVT,Georgia,Issue Fixed,Resolved in Favor of Customer,25,AI,2,Could Be Better,Phone
CUS1530,New,Checking,Washington,Platinum,RBKK83U,Account Lock,2024-04-26,7,Under Investigation,Medium,82962065,2024-06-15,2869.35,Cashback,46WS3P,Georgia,Refund Issued,Customer Compensation,17,Human Intervention,3,Dissatisfied,Phone
CUS9833,Existing,Checking,Georgia,Platinum,NUY69LB,Unauthorized Charge,2024-11-08,5,Under Investigation,Medium,55924903,2024-11-27,56.34,Transfer,3B7PP4,Texas,Investigation Started,Customer Compensation,9,Hybrid,5,Satisfied,Social Media
CUS2980,Existing,Savings,Washington,Silver,QJ6MPV4,Service Issue,2024-03-14,13,Resolved,Medium,04749544,2024-04-24,2915.89,Online Purchase,U6YEKE,California,Communication Sent,Partial Refund,9,Human Intervention,5,Very Dissatisfied,Phone
CUS5501,Existing,Checking,Georgia,Silver,KZI03S2,Unauthorized Charge,2024-06-04,12,Under Investigation,Medium,83916972,2024-03-16,134.19,Deposit,MQCZE1,Ohio,Issue Fixed,Resolved in Favor of Customer,2,Hybrid,2,Satisfied,Social Media
CUS5013,Existing,Savings,Ohio,Gold,KD0KNRN,Fraud,2024-06-20,8,Pending,Low,06920287,2024-12-28,2053.75,Withdrawal,W4IFJV,California,Refund Issued,Resolved in Favor of Bank,24,AI,5,Dissatisfied,In-Person
CUS2643,Existing,Savings,Georgia,Platinum,MOBVCTW,Unauthorized Charge,2024-04-09,12,Under Investigation,Medium,49068266,2024-10-05,673.44,Online Purchase,4PASGA,Illinois,Investigation Started,Resolved in Favor of Bank,7,Hybrid,4,Dissatisfied,Phone
CUS3779,Existing,Savings,Ohio,Silver,WYYOSKR,Billing Error,2024-12-08,11,Resolved,High,70159956,2024-07-09,130.11,Deposit,NCIKDH,Texas,Communication Sent,Resolved in Favor of Customer,7,AI,2,Very Satisfied,Online Chat
CUS5401,Existing,Savings,New York,Bronze,0NFYXRK,Service Issue,2024-09-27,6,Pending,High,25567255,2024-03-15,962.76,Withdrawal,QD50W1,Illinois,Investigation Started,Resolved in Favor of Bank,16,AI,5,Will Recommend,Phone
CUS6430,Existing,Checking,Washington,Platinum,WRBYET7,Transaction Error,2024-07-10,4,Resolved,Medium,93636508,2024-12-18,636.29,Online Purchase,JGUIDC,Illinois,Refund Issued,Partial Refund,26,AI,3,Satisfied,Online Chat
CUS8944,Existing,Savings,New York,Platinum,50VV61Z,Billing Error,2024-06-03,7,Pending,Medium,44752776,2024-12-02,2101.62,Withdrawal,EIBIL9,Washington,Compensation Provided,Customer Compensation,4,Hybrid,2,Very Satisfied,Social Media
CUS5129,New,Savings,Illinois,Bronze,6C6LVQV,Service Issue,2024-05-20,2,Under Investigation,Low,26916739,2024-12-02,271.59,Cashback,FIDX8F,Florida,Investigation Started,Resolved in Favor of Customer,30,AI,4,Very Satisfied,Phone
CUS9028,New,Checking,Washington,Bronze,YIIUA8W,Transaction Error,2024-10-03,7,Under Investigation,Medium,35554893,2024-12-28,1050.31,Deposit,QD783F,Illinois,Refund Issued,Resolved in Favor of Bank,18,Human Intervention,5,Will Recommend,In-Person
CUS4290,Existing,Checking,New York,Platinum,I9TXFVS,Transaction Error,2024-02-26,9,Under Investigation,High,22506835,2024-09-16,297.0,Withdrawal,OMPHEL,Texas,Refund Issued,Partial Refund,30,Human Intervention,5,Neutral,In-Person
CUS2685,Existing,Savings,Ohio,Silver,BOUG69V,Service Issue,2024-02-12,3,Resolved,Low,57556958,2024-01-08,1139.39,Withdrawal,59FUSK,Georgia,Compensation Provided,Partial Refund,8,AI,3,Very Satisfied,Social Media
CUS1236,New,Checking,California,Bronze,V13WYID,Fraud,2024-01-24,14,Resolved,High,19791845,2024-05-20,1683.3,Transfer,D6S43P,Illinois,Refund Issued,Resolved in Favor of Customer,11,AI,4,Very Satisfied,Social Media
CUS8891,Existing,Savings,Georgia,Bronze,7CZI69V,Fraud,2024-04-08,9,Resolved,Medium,38468308,2024-03-19,459.36,Deposit,AJA19B,Florida,Refund Issued,Customer Compensation,1,AI,3,Very Dissatisfied,Phone
CUS4268,Existing,Savings,Florida,Silver,3NHEWLS,Billing Error,2024-08-26,4,Resolved,Medium,90521651,2024-11-17,117.85,Deposit,UZHSXE,Ohio,Investigation Started,Resolved in Favor of Bank,15,Human Intervention,5,Very Dissatisfied,Online Chat
CUS3328,Existing,Savings,Georgia,Platinum,EMS619N,Fraud,2024-06-15,9,Pending,High,78813972,2024-10-02,1123.06,Online Purchase,5EOPOL,Illinois,Refund Issued,Resolved in Favor of Customer,28,AI,3,Satisfied,Phone
CUS5569,Existing,Savings,Florida,Platinum,VV7BHGF,Account Lock,2024-06-08,7,Pending,High,86418999,2024-04-27,1892.1,Cashback,27008E,Georgia,Compensation Provided,Resolved in Favor of Customer,7,AI,5,Very Satisfied,Email
CUS6760,New,Savings,Texas,Platinum,LWRV70M,Service Issue,2024-05-20,10,Resolved,Medium,00431002,2024-03-28,240.59,Cashback,LQ67NZ,Georgia,Compensation Provided,Resolved in Favor of Bank,24,Human Intervention,3,Satisfied,Email
CUS4532,New,Savings,Florida,Bronze,EJJ8CT7,Unauthorized Charge,2024-01-07,7,Pending,Low,90772794,2024-06-20,1538.22,Deposit,9B1SN8,Florida,Compensation Provided,Resolved in Favor of Bank,18,Human Intervention,1,Satisfied,In-Person
CUS9660,Existing,Checking,Ohio,Silver,P7ELXN6,Service Issue,2024-02-08,3,Under Investigation,Medium,18581359,2024-04-21,2542.83,Online Purchase,5SPOGY,Georgia,Issue Fixed,Resolved in Favor of Bank,22,AI,4,Very Satisfied,Online Chat
CUS6324,New,Checking,California,Bronze,8NWKS9H,Fraud,2024-02-07,14,Under Investigation,High,62701097,2024-02-11,2886.45,Withdrawal,6OZ0XP,Ohio,Issue Fixed,Partial Refund,7,AI,4,Satisfied,Phone
CUS7552,New,Savings,New York,Silver,8L673N0,Transaction Error,2024-11-10,3,Resolved,High,58554913,2024-11-09,854.08,Online Purchase,P4UNRU,Ohio,Refund Issued,Resolved in Favor of Bank,15,Human Intervention,3,Very Dissatisfied,Email
CUS3103,Existing,Checking,New York,Gold,G0XPMDF,Account Lock,2024-11-11,8,Under Investigation,Medium,41588645,2024-05-02,338.07,Withdrawal,AIHNG2,Illinois,Communication Sent,Customer Compensation,28,Hybrid,5,Very Satisfied,Email
CUS2889,Existing,Savings,Texas,Silver,4U3XL1Y,Fraud,2024-06-26,5,Pending,Low,72971566,2024-03-23,976.39,Deposit,MSI6HM,Ohio,Issue Fixed,Resolved in Favor of Customer,2,Hybrid,3,Very Dissatisfied,Email
CUS6967,Existing,Checking,California,Silver,T970XXY,Unauthorized Charge,2024-11-23,7,Pending,Low,60752826,2024-10-25,1245.81,Cashback,LRFEQF,Illinois,Refund Issued,Customer Compensation,10,AI,1,Satisfied,Social Media
CUS9721,New,Checking,Washington,Platinum,MQQY741,Unauthorized Charge,2024-08-09,8,Under Investigation,Low,92346761,2024-07-20,2997.68,Withdrawal,O3YLXL,Washington,Refund Issued,Customer Compensation,11,AI,1,Neutral,Online Chat
CUS1562,Existing,Savings,Florida,Gold,KUYAZV1,Fraud,2024-11-21,12,Under Investigation,Low,85398877,2024-11-10,983.23,Deposit,9OF28V,Florida,Issue Fixed,Partial Refund,26,Human Intervention,3,Will Recommend,Online Chat
CUS4746,New,Savings,Texas,Silver,J2PZURA,Fraud,2024-08-26,4,Resolved,Low,73582742,2024-11-10,2354.75,Online Purchase,8A32PN,Texas,Issue Fixed,Resolved in Favor of Customer,15,Human Intervention,3,Will Recommend,Social Media
CUS7361,Existing,Savings,California,Platinum,5KGGRK3,Unauthorized Charge,2024-02-03,10,Resolved,Low,39664218,2024-02-11,2836.37,Withdrawal,8DVMJS,New York,Investigation Started,Customer Compensation,17,Human Intervention,4,Very Satisfied,In-Person
CUS2555,Existing,Savings,Florida,Silver,WJQ8TK2,Service Issue,2024-12-03,5,Resolved,Low,78944816,2024-04-19,954.54,Withdrawal,IDDZE4,Washington,Investigation Started,Partial Refund,14,Human Intervention,3,Very Dissatisfied,Email
CUS6586,Existing,Checking,Florida,Silver,D2F3UW9,Unauthorized Charge,2024-01-22,13,Under Investigation,Low,98329548,2024-12-04,2031.42,Transfer,0L2EBU,Florida,Issue Fixed,Customer Compensation,4,Human Intervention,1,Will Recommend,Phone
CUS3116,New,Savings,Washington,Bronze,4C0H0WA,Fraud,2024-02-20,8,Pending,High,54021043,2024-08-28,2837.87,Transfer,4MNN42,New York,Investigation Started,Resolved in Favor of Bank,25,Human Intervention,2,Could Be Better,Phone
CUS5886,New,Savings,Florida,Silver,ZNSRS1D,Unauthorized Charge,2024-08-26,3,Under Investigation,Low,16080095,2024-07-05,934.13,Transfer,H7PWHD,Ohio,Compensation Provided,Resolved in Favor of Customer,6,AI,2,Very Dissatisfied,In-Person
CUS7206,New,Checking,Georgia,Bronze,223PSAM,Account Lock,2024-05-09,10,Pending,Low,13594412,2024-06-20,2993.17,Deposit,6IA7KG,Texas,Communication Sent,Resolved in Favor of Customer,28,Hybrid,5,Satisfied,In-Person
CUS2952,Existing,Checking,Washington,Platinum,G6685SS,Account Lock,2024-09-13,10,Resolved,Medium,31665380,2024-09-19,2150.49,Deposit,KZST3Y,Illinois,Investigation Started,Partial Refund,13,AI,4,Could Be Better,Online Chat
CUS5486,New,Checking,Florida,Silver,868JLSX,Fraud,2024-01-01,6,Pending,Medium,89590479,2024-12-25,2575.28,Transfer,2O797G,New York,Investigation Started,Customer Compensation,16,AI,2,Will Recommend,Phone
CUS4193,New,Checking,Texas,Bronze,N4RHV1J,Transaction Error,2024-03-21,14,Pending,Low,78953324,2024-07-25,2911.08,Online Purchase,6EADWQ,Texas,Communication Sent,Resolved in Favor of Customer,20,AI,2,Very Dissatisfied,In-Person
CUS9902,Existing,Checking,California,Platinum,NUVQB1L,Billing Error,2024-07-21,7,Pending,Low,58667586,2024-03-17,264.13,Cashback,BSF8GU,Texas,Investigation Started,Resolved in Favor of Customer,17,AI,1,Satisfied,In-Person
CUS9100,New,Checking,Texas,Platinum,D02NECA,Billing Error,2024-11-11,6,Resolved,Low,11063754,2024-12-16,145.5,Withdrawal,E3QI3U,Texas,Investigation Started,Resolved in Favor of Customer,5,AI,5,Dissatisfied,In-Person
CUS4809,New,Checking,Ohio,Gold,UMZ7SAT,Billing Error,2024-02-14,5,Pending,Low,29080263,2024-11-19,548.97,Online Purchase,8AWGL8,New York,Issue Fixed,Resolved in Favor of Customer,5,AI,5,Very Satisfied,Social Media
CUS4983,Existing,Checking,Georgia,Platinum,O8GHVZI,Fraud,2024-02-09,13,Resolved,Medium,04225010,2024-01-07,2491.42,Withdrawal,LSRIB1,Texas,Communication Sent,Partial Refund,3,AI,1,Will Recommend,Online Chat
CUS3376,New,Savings,Texas,Platinum,3JNUJF2,Transaction Error,2024-03-16,5,Under Investigation,High,36535997,2024-09-12,290.13,Withdrawal,GU0STX,Georgia,Issue Fixed,Resolved in Favor of Customer,8,AI,1,Dissatisfied,In-Person
CUS1445,New,Savings,Washington,Silver,LZPK6TR,Unauthorized Charge,2024-02-23,7,Under Investigation,High,74202929,2024-03-22,474.42,Withdrawal,TKTSZA,New York,Communication Sent,Partial Refund,25,Hybrid,2,Very Satisfied,Social Media
CUS8626,Existing,Savings,Florida,Gold,R06Q7MI,Transaction Error,2024-05-05,11,Resolved,Medium,18473179,2024-01-03,228.71,Cashback,18LBDE,Washington,Communication Sent,Partial Refund,8,AI,5,Dissatisfied,Phone
CUS2863,Existing,Savings,Washington,Silver,ZZM1T14,Transaction Error,2024-03-17,4,Under Investigation,Medium,05399016,2024-07-14,2922.51,Cashback,FZ75RC,Texas,Investigation Started,Resolved in Favor of Bank,4,Hybrid,1,Very Satisfied,Email
CUS5458,Existing,Checking,Florida,Gold,8HI6VJ8,Unauthorized Charge,2024-03-01,12,Under Investigation,High,54171303,2024-10-05,2823.76,Transfer,Y3VSUM,New York,Communication Sent,Resolved in Favor of Bank,16,Human Intervention,4,Will Recommend,Online Chat
CUS8173,Existing,Savings,Illinois,Platinum,L1UINUU,Service Issue,2024-11-06,8,Pending,Low,78712261,2024-05-10,2510.98,Online Purchase,1R1B4U,California,Investigation Started,Customer Compensation,6,Hybrid,3,Satisfied,Phone
CUS9786,New,Checking,Georgia,Platinum,0H1EF3V,Transaction Error,2024-09-27,3,Under Investigation,Medium,70835612,2024-07-04,2906.65,Cashback,B8OTVD,Illinois,Compensation Provided,Customer Compensation,7,AI,1,Very Dissatisfied,Email
CUS9239,Existing,Savings,Georgia,Bronze,9WAFK0G,Transaction Error,2024-12-26,4,Under Investigation,Medium,42156218,2024-12-16,444.16,Transfer,P6Y82Y,Illinois,Investigation Started,Customer Compensation,24,AI,2,Will Recommend,Phone
CUS5584,Existing,Savings,Illinois,Silver,09W72LX,Transaction Error,2024-09-06,13,Resolved,Low,05432512,2024-10-07,2324.66,Online Purchase,8NQK0D,Washington,Issue Fixed,Customer Compensation,30,Human Intervention,4,Neutral,Social Media
CUS4521,New,Savings,New York,Gold,65NLREG,Account Lock,2024-05-02,9,Pending,Low,53608978,2024-03-05,1311.43,Withdrawal,D69WHE,Washington,Investigation Started,Resolved in Favor of Customer,13,Human Intervention,2,Neutral,In-Person
CUS1102,Existing,Checking,Ohio,Silver,IB2I3PC,Unauthorized Charge,2024-03-15,9,Resolved,High,88071052,2024-09-14,2858.51,Cashback,2MC7U6,Georgia,Compensation Provided,Resolved in Favor of Customer,9,Human Intervention,2,Satisfied,In-Person
CUS8827,Existing,Checking,Georgia,Gold,V711QH4,Unauthorized Charge,2024-06-19,4,Pending,Low,08647114,2024-07-09,1764.59,Transfer,C9YWOV,Washington,Refund Issued,Resolved in Favor of Customer,17,Hybrid,5,Satisfied,Online Chat
CUS4221,Existing,Checking,Georgia,Silver,NUIYDEX,Unauthorized Charge,2024-03-10,7,Pending,Medium,11746477,2024-12-03,2936.78,Online Purchase,WCWTLE,Illinois,Communication Sent,Resolved in Favor of Bank,12,Human Intervention,5,Dissatisfied,In-Person
CUS1848,Existing,Savings,Washington,Silver,095Y6VC,Unauthorized Charge,2024-04-07,14,Under Investigation,Low,57070800,2024-05-16,1055.59,Deposit,BQWWB2,Washington,Communication Sent,Resolved in Favor of Customer,11,Hybrid,2,Dissatisfied,In-Person
CUS9597,Existing,Savings,California,Gold,40LH4BZ,Unauthorized Charge,2024-01-11,3,Resolved,Low,34205648,2024-12-20,2709.62,Deposit,IBSDBI,Texas,Compensation Provided,Resolved in Favor of Bank,22,AI,4,Neutral,Email
CUS2941,New,Savings,Texas,Bronze,P4GPIII,Fraud,2024-02-16,7,Under Investigation,Low,12441963,2024-03-22,2664.26,Deposit,9OBO9A,Georgia,Refund Issued,Partial Refund,5,Hybrid,1,Neutral,Social Media
CUS8456,New,Savings,Washington,Platinum,LI0GPH7,Service Issue,2024-05-06,5,Pending,Low,33683310,2024-09-12,1556.9,Cashback,2FYKES,Ohio,Refund Issued,Partial Refund,18,AI,1,Could Be Better,Social Media
CUS8739,Existing,Savings,Ohio,Bronze,CLCJQFE,Unauthorized Charge,2024-03-16,11,Under Investigation,Medium,42105940,2024-02-19,577.23,Cashback,CCH0Q4,California,Compensation Provided,Resolved in Favor of Bank,28,AI,4,Very Dissatisfied,Phone
CUS6171,Existing,Checking,Ohio,Gold,EYH6EIK,Billing Error,2024-05-23,12,Pending,High,63954574,2024-06-26,183.08,Deposit,0I8W31,Florida,Compensation Provided,Resolved in Favor of Bank,14,Human Intervention,2,Very Dissatisfied,Email
CUS3571,Existing,Checking,New York,Bronze,GTU6D6Y,Unauthorized Charge,2024-04-14,2,Under Investigation,Low,76879011,2024-09-21,1597.81,Transfer,8AQJJE,Illinois,Communication Sent,Resolved in Favor of Customer,10,Hybrid,4,Could Be Better,Social Media
CUS2354,New,Checking,Georgia,Gold,XW4YWA3,Service Issue,2024-10-06,5,Under Investigation,High,79666573,2024-08-24,1710.6,Online Purchase,WHHGK0,Washington,Communication Sent,Partial Refund,10,AI,5,Will Recommend,In-Person
CUS4756,New,Checking,Washington,Gold,L5M9WON,Service Issue,2024-11-16,4,Resolved,Medium,41738618,2024-05-11,2913.03,Withdrawal,7ARUKB,Texas,Issue Fixed,Resolved in Favor of Bank,4,AI,3,Will Recommend,Phone
CUS3648,Existing,Checking,Washington,Gold,GH9YOQE,Fraud,2024-07-11,6,Pending,Low,52385056,2024-04-21,2028.69,Transfer,VK3461,Illinois,Refund Issued,Resolved in Favor of Customer,30,AI,2,Very Satisfied,In-Person
CUS1492,New,Checking,Ohio,Platinum,1MOQDRH,Fraud,2024-06-11,9,Resolved,Low,60299771,2024-04-07,2029.09,Deposit,5VGCJ6,California,Investigation Started,Customer Compensation,6,AI,3,Neutral,Online Chat
CUS2515,Existing,Savings,Florida,Bronze,ACH2NWR,Fraud,2024-05-01,11,Under Investigation,Medium,09708759,2024-10-28,1622.1,Cashback,5I4CU5,Illinois,Issue Fixed,Partial Refund,12,AI,3,Very Dissatisfied,In-Person
CUS9290,Existing,Savings,Florida,Bronze,4A7IO3U,Transaction Error,2024-02-16,6,Pending,Low,02176647,2024-04-08,1225.02,Cashback,T9JP6T,Illinois,Issue Fixed,Partial Refund,27,Hybrid,5,Neutral,Email
CUS3422,Existing,Savings,Georgia,Bronze,MZSU2JU,Unauthorized Charge,2024-09-22,4,Pending,Medium,28751785,2024-05-05,1672.27,Cashback,G2B43N,Ohio,Communication Sent,Customer Compensation,24,Hybrid,3,Dissatisfied,Online Chat
CUS9752,Existing,Checking,California,Silver,JSK97X5,Billing Error,2024-12-18,10,Pending,Low,61118773,2024-05-21,2012.7,Withdrawal,FPXOUZ,Georgia,Refund Issued,Partial Refund,26,Human Intervention,3,Dissatisfied,Social Media
CUS1244,Existing,Checking,Ohio,Silver,0NP8LRY,Unauthorized Charge,2024-07-01,14,Resolved,Medium,15863910,2024-07-26,1559.39,Deposit,NKXXSN,Georgia,Refund Issued,Resolved in Favor of Customer,15,Human Intervention,5,Could Be Better,Phone
CUS3066,Existing,Checking,Ohio,Silver,OD9RLUL,Account Lock,2024-06-01,7,Pending,Medium,12684467,2024-06-17,1316.68,Withdrawal,1K1SZB,Florida,Communication Sent,Customer Compensation,23,AI,4,Could Be Better,In-Person
CUS6019,Existing,Checking,California,Silver,RZI1KF7,Billing Error,2024-07-18,13,Resolved,Low,07592366,2024-11-03,1161.54,Transfer,0P49JO,Washington,Issue Fixed,Customer Compensation,4,Hybrid,3,Could Be Better,Online Chat
